,participant,question,choice,task,reward,trial,tier
54510,1879,Q16,two students because they used notes anyway.,0,0,19,0.0
54511,1879,Q17,through which gas is exchanged,0,0,20,0.0
54512,1879,Q18,who tends to resist any attempt at,0,0,21,0.0
54513,1879,Q19,The amount of water in living cells varies,0,0,22,0.0
54514,1879,Q20,The ancient scientists beliefs were,0,0,23,0.0
54515,1879,score,15,0,0,24,0.0
54516,1879,absAssess1,10,0,0,25,0.0
54517,1879,relAssess1,40,0,0,26,0.0
54518,1879,diffOther1,6,0,0,27,0.0
54519,1879,diffSelf1,7,0,0,28,0.0
54520,1880,absAssess0,18,0,0,0,0.0
54521,1880,relAssess0,88,0,0,1,0.0
54522,1880,diffOther0,4,0,0,2,0.0
54523,1880,diffSelf0,1,0,0,3,0.0
54524,1880,Q1,mastery of the printed form of language is expected of him or her.,0,0,4,0.0
54525,1880,Q2,man and found,0,0,5,0.0
54526,1880,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
54527,1880,Q4,it difficult to choose,0,0,7,0.0
54528,1880,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
54529,1880,Q6,are native to shores,0,0,9,0.0
54530,1880,Q7,"than studying for a long, continuous period.",0,0,10,0.0
54531,1880,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
54532,1880,Q9,feelings,0,0,12,0.0
54533,1880,Q10,and finally succeeded,0,0,13,0.0
54534,1880,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
54535,1880,Q12,"alone or in company, is consistently fascinated at",0,0,15,0.0
54536,1880,Q13,the city council designated him,0,0,16,0.0
54537,1880,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
54538,1880,Q15,If the room had been brighter,0,0,18,0.0
54539,1880,Q16,two students due to the use of their notes.,0,0,19,0.0
54540,1880,Q17,through which exchange of gas occurs,0,0,20,0.0
54541,1880,Q18,who tend to resist any attempt at,0,0,21,0.0
54542,1880,Q19,The amount of water in living cells varies,0,0,22,0.0
54543,1880,Q20,The ancient scientists believe,0,0,23,0.0
54544,1880,score,13,0,0,24,0.0
54545,1880,absAssess1,15,0,0,25,0.0
54546,1880,relAssess1,51,0,0,26,0.0
54547,1880,diffOther1,7,0,0,27,0.0
54548,1880,diffSelf1,4,0,0,28,0.0
54549,1881,absAssess0,5,0,0,0,0.0
54550,1881,relAssess0,12,0,0,1,0.0
54551,1881,diffOther0,5,0,0,2,0.0
54552,1881,diffSelf0,8,0,0,3,0.0
54553,1881,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
54554,1881,Q2,"man, he found",0,0,5,0.0
54555,1881,Q3,poetry along with all the other arts is,0,0,6,0.0
54556,1881,Q4,it difficult to choose,0,0,7,0.0
54557,1881,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
54558,1881,Q6,are native to shores,0,0,9,0.0
54559,1881,Q7,than a long period of continuous study.,0,0,10,0.0
54560,1881,Q8,Crime and Punishment exhibits,0,0,11,0.0
54561,1881,Q9,portrays the feelings of many Spaniards,0,0,12,0.0
54562,1881,Q10,that finally was successful,0,0,13,0.0
54563,1881,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,0,14,0.0
54564,1881,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
54565,1881,Q13,he was designated by the city council,0,0,16,0.0
54566,1881,Q14,"Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?",0,0,17,0.0
54567,1881,Q15,If the room could have been brighter,0,0,18,0.0
54568,1881,Q16,two students because of them using notes.,0,0,19,0.0
54569,1881,Q17,through which exchange of gas occurs,0,0,20,0.0
54570,1881,Q18,whose tendency to resist any attempt at,0,0,21,0.0
54571,1881,Q19,The amounts of water varies in living cells,0,0,22,0.0
54572,1881,Q20,The ancient scientists believe,0,0,23,0.0
54573,1881,score,5,0,0,24,0.0
54574,1881,absAssess1,5,0,0,25,0.0
54575,1881,relAssess1,18,0,0,26,0.0
54576,1881,diffOther1,5,0,0,27,0.0
54577,1881,diffSelf1,10,0,0,28,0.0
54578,1882,absAssess0,10,0,0,0,1.0
54579,1882,relAssess0,20,0,0,1,1.0
54580,1882,diffOther0,5,0,0,2,1.0
54581,1882,diffSelf0,5,0,0,3,1.0
54582,1882,Q1,he or she is expected to master the printed form of language.,0,0,4,1.0
54583,1882,Q2,"man, he found",0,0,5,1.0
54584,1882,Q3,"poetry, and other arts, is",0,0,6,1.0
54585,1882,Q4,it difficult to choose,0,0,7,1.0
54586,1882,Q5,accepting one's own decisions responsibly.,0,0,8,1.0
54587,1882,Q6,are native,0,0,9,1.0
54588,1882,Q7,"than a period of long, continuous study.",0,0,10,1.0
54589,1882,Q8,those in Crime and Punishment exhibit,0,0,11,1.0
54590,1882,Q9,feelings,0,0,12,1.0
54591,1882,Q10,and finally succeeded,0,0,13,1.0
54592,1882,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,0,14,1.0
54593,1882,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,1.0
54594,1882,Q13,he was designated by the city council,0,0,16,1.0
54595,1882,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,1.0
54596,1882,Q15,If the room was brighter,0,0,18,1.0
54597,1882,Q16,two students because they used notes anyway.,0,0,19,1.0
54598,1882,Q17,through which gas is exchanged,0,0,20,1.0
54599,1882,Q18,who tends to resist any attempt to,0,0,21,1.0
54600,1882,Q19,The amount of water in living cells varies,0,0,22,1.0
54601,1882,Q20,The ancient scientists believe,0,0,23,1.0
54602,1882,score,9,0,0,24,1.0
54603,1882,absAssess1,13,0,0,25,1.0
54604,1882,relAssess1,21,0,0,26,1.0
54605,1882,diffOther1,6,0,0,27,1.0
54606,1882,diffSelf1,6,0,0,28,1.0
54607,1883,absAssess0,15,0,0,0,0.0
54608,1883,relAssess0,43,0,0,1,0.0
54609,1883,diffOther0,4,0,0,2,0.0
54610,1883,diffSelf0,2,0,0,3,0.0
54611,1883,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
54612,1883,Q2,man and there he was able to find,0,0,5,0.0
54613,1883,Q3,"poetry, and other arts, is",0,0,6,0.0
54614,1883,Q4,it difficult to choose,0,0,7,0.0
54615,1883,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
54616,1883,Q6,are native to shores,0,0,9,0.0
54617,1883,Q7,"than a long, continuous period of study.",0,0,10,0.0
54618,1883,Q8,Crime and Punishment exhibits,0,0,11,0.0
54619,1883,Q9,portrays the feelings of many Spaniards,0,0,12,0.0
54620,1883,Q10,and finally succeeded,0,0,13,0.0
54621,1883,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,0,14,0.0
54622,1883,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,0,15,0.0
54623,1883,Q13,the city council designated him,0,0,16,0.0
54624,1883,Q14,"""Bob have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
54625,1883,Q15,If the room had been brighter,0,0,18,0.0
54626,1883,Q16,two students because they used notes anyway.,0,0,19,0.0
54627,1883,Q17,through which exchange of gas occurs,0,0,20,0.0
54628,1883,Q18,who tends to resist any attempt at,0,0,21,0.0
54629,1883,Q19,The amounts of water varies in living cells,0,0,22,0.0
54630,1883,Q20,The ancient scientists beliefs were,0,0,23,0.0
54631,1883,score,7,0,0,24,0.0
54632,1883,absAssess1,17,0,0,25,0.0
54633,1883,relAssess1,89,0,0,26,0.0
54634,1883,diffOther1,3,0,0,27,0.0
54635,1883,diffSelf1,3,0,0,28,0.0
54636,1884,absAssess0,15,0,0,0,0.0
54637,1884,relAssess0,70,0,0,1,0.0
54638,1884,diffOther0,4,0,0,2,0.0
54639,1884,diffSelf0,2,0,0,3,0.0
54640,1884,Q1,mastery of print is expected by his or her teacher.,0,0,4,0.0
54641,1884,Q2,man and then finding,0,0,5,0.0
54642,1884,Q3,"poetry, and other arts, is",0,0,6,0.0
54643,1884,Q4,choosing difficult when selecting,0,0,7,0.0
54644,1884,Q5,to make one's own decisions.,0,0,8,0.0
54645,1884,Q6,are native,0,0,9,0.0
54646,1884,Q7,than a study period long and continuous.,0,0,10,0.0
54647,1884,Q8,characterized by,0,0,11,0.0
54648,1884,Q9,feelings,0,0,12,0.0
54649,1884,Q10,finally a successful attempt,0,0,13,0.0
54650,1884,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
54651,1884,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,0,15,0.0
54652,1884,Q13,he designated the city council,0,0,16,0.0
54653,1884,Q14,"""Bob have you checked with our office in Canton, Ohio, to see if it stocks slate flagstone and feather rock?""",0,0,17,0.0
54654,1884,Q15,If rooms were brighter,0,0,18,0.0
54655,1884,Q16,two students because of their notes.,0,0,19,0.0
54656,1884,Q17,after gases are exchanged,0,0,20,0.0
54657,1884,Q18,who tends to resistance of any attempt at,0,0,21,0.0
54658,1884,Q19,The amount of water varies,0,0,22,0.0
54659,1884,Q20,The ancient scientists believe,0,0,23,0.0
54660,1884,score,1,0,0,24,0.0
54661,1884,absAssess1,15,0,0,25,0.0
54662,1884,relAssess1,71,0,0,26,0.0
54663,1884,diffOther1,5,0,0,27,0.0
54664,1884,diffSelf1,3,0,0,28,0.0
54665,1885,absAssess0,9,0,0,0,0.0
54666,1885,relAssess0,77,0,0,1,0.0
54667,1885,diffOther0,4,0,0,2,0.0
54668,1885,diffSelf0,6,0,0,3,0.0
54669,1885,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
54670,1885,Q2,"man, he found",0,0,5,0.0
54671,1885,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
54672,1885,Q4,it difficult to choose,0,0,7,0.0
54673,1885,Q5,accepting responsibility and making one's own decisions.,0,0,8,0.0
54674,1885,Q6,is native to shores,0,0,9,0.0
54675,1885,Q7,"than a long, continuous period of study.",0,0,10,0.0
54676,1885,Q8,Crime and Punishment exhibits,0,0,11,0.0
54677,1885,Q9,portrays the feelings of many Spaniards,0,0,12,0.0
54678,1885,Q10,and finally succeeding,0,0,13,0.0
54679,1885,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,0,14,0.0
54680,1885,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
54681,1885,Q13,the city council designated him,0,0,16,0.0
54682,1885,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
54683,1885,Q15,If the room would have been brighter,0,0,18,0.0
54684,1885,Q16,two students because they used notes anyway.,0,0,19,0.0
54685,1885,Q17,through which exchange of gases occurs,0,0,20,0.0
54686,1885,Q18,who tends to resist any attempt at,0,0,21,0.0
54687,1885,Q19,The amount of water in living cells vary,0,0,22,0.0
54688,1885,Q20,The ancient belief of scientists was,0,0,23,0.0
54689,1885,score,7,0,0,24,0.0
54690,1885,absAssess1,6,0,0,25,0.0
54691,1885,relAssess1,69,0,0,26,0.0
54692,1885,diffOther1,6,0,0,27,0.0
54693,1885,diffSelf1,8,0,0,28,0.0
54694,1886,absAssess0,20,0,0,0,0.0
54695,1886,relAssess0,91,0,0,1,0.0
54696,1886,diffOther0,4,0,0,2,0.0
54697,1886,diffSelf0,1,0,0,3,0.0
54698,1886,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
54699,1886,Q2,man and found,0,0,5,0.0
54700,1886,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
54701,1886,Q4,it difficult to choose,0,0,7,0.0
54702,1886,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
54703,1886,Q6,are native to shores,0,0,9,0.0
54704,1886,Q7,"than studying for a long, continuous period.",0,0,10,0.0
54705,1886,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
54706,1886,Q9,feelings portrayed by Spaniards,0,0,12,0.0
54707,1886,Q10,and finally succeeded,0,0,13,0.0
54708,1886,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
54709,1886,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
54710,1886,Q13,he was designated by the city council,0,0,16,0.0
54711,1886,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
54712,1886,Q15,If the room had been brighter,0,0,18,0.0
54713,1886,Q16,two students because they used notes anyway.,0,0,19,0.0
54714,1886,Q17,through which exchange of gases occurs,0,0,20,0.0
54715,1886,Q18,who tends to resist any attempt at,0,0,21,0.0
54716,1886,Q19,The amount of water in living cells varies,0,0,22,0.0
54717,1886,Q20,The belief of ancient scientists was,0,0,23,0.0
54718,1886,score,18,0,0,24,0.0
54719,1886,absAssess1,20,0,0,25,0.0
54720,1886,relAssess1,91,0,0,26,0.0
54721,1886,diffOther1,3,0,0,27,0.0
54722,1886,diffSelf1,1,0,0,28,0.0
54723,1887,absAssess0,15,0,0,0,0.0
54724,1887,relAssess0,90,0,0,1,0.0
54725,1887,diffOther0,10,0,0,2,0.0
54726,1887,diffSelf0,8,0,0,3,0.0
54727,1887,Q1,mastery of the printed form of language is expected of him or her.,0,0,4,0.0
54728,1887,Q2,man and found,0,0,5,0.0
54729,1887,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
54730,1887,Q4,it difficult to choose,0,0,7,0.0
54731,1887,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
54732,1887,Q6,are native to shores,0,0,9,0.0
54733,1887,Q7,"than a long, continuous period of study.",0,0,10,0.0
54734,1887,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
54735,1887,Q9,portrayal of the feelings of many Spaniards,0,0,12,0.0
54736,1887,Q10,and finally succeeded,0,0,13,0.0
54737,1887,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
54738,1887,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,0,15,0.0
54739,1887,Q13,he was designated by the city council,0,0,16,0.0
54740,1887,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
54741,1887,Q15,If the room had been brighter,0,0,18,0.0
54742,1887,Q16,two students whose notes were used.,0,0,19,0.0
54743,1887,Q17,through which gas is exchanged,0,0,20,0.0
54744,1887,Q18,who tend to resist any attempt at,0,0,21,0.0
54745,1887,Q19,The amount of water in living cells varies,0,0,22,0.0
54746,1887,Q20,The ancient belief of scientists was,0,0,23,0.0
54747,1887,score,13,0,0,24,0.0
54748,1887,absAssess1,17,0,0,25,0.0
54749,1887,relAssess1,95,0,0,26,0.0
54750,1887,diffOther1,10,0,0,27,0.0
54751,1887,diffSelf1,7,0,0,28,0.0
54752,1888,absAssess0,17,0,0,0,0.0
54753,1888,relAssess0,62,0,0,1,0.0
54754,1888,diffOther0,3,0,0,2,0.0
54755,1888,diffSelf0,3,0,0,3,0.0
54756,1888,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
54757,1888,Q2,man and found,0,0,5,0.0
54758,1888,Q3,"poetry, along with all the other arts, are",0,0,6,0.0
54759,1888,Q4,it difficult to choose,0,0,7,0.0
54760,1888,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
54761,1888,Q6,are native to shores,0,0,9,0.0
54762,1888,Q7,"than a period of long, continuous study.",0,0,10,0.0
54763,1888,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
54764,1888,Q9,feelings portrayed by Spaniards,0,0,12,0.0
54765,1888,Q10,and finally succeeded,0,0,13,0.0
54766,1888,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
54767,1888,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
54768,1888,Q13,he was designated by the city council,0,0,16,0.0
54769,1888,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
54770,1888,Q15,If the room had been brighter,0,0,18,0.0
54771,1888,Q16,two students because they used notes anyway.,0,0,19,0.0
54772,1888,Q17,through which exchange of gases occurs,0,0,20,0.0
54773,1888,Q18,who tends to resist any attempt at,0,0,21,0.0
54774,1888,Q19,The amount of water in living cells varies,0,0,22,0.0
54775,1888,Q20,The belief of ancient scientists was,0,0,23,0.0
54776,1888,score,15,0,0,24,0.0
54777,1888,absAssess1,15,0,0,25,0.0
54778,1888,relAssess1,71,0,0,26,0.0
54779,1888,diffOther1,9,0,0,27,0.0
54780,1888,diffSelf1,8,0,0,28,0.0
54781,1889,absAssess0,10,0,0,0,0.0
54782,1889,relAssess0,35,0,0,1,0.0
54783,1889,diffOther0,5,0,0,2,0.0
54784,1889,diffSelf0,6,0,0,3,0.0
54785,1889,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
54786,1889,Q2,man and found,0,0,5,0.0
54787,1889,Q3,poetry along with all the other arts is,0,0,6,0.0
54788,1889,Q4,it difficult to choose,0,0,7,0.0
54789,1889,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
54790,1889,Q6,are native to shores,0,0,9,0.0
54791,1889,Q7,than a long period of continuous study.,0,0,10,0.0
54792,1889,Q8,those in Crime and Punishment exhibits,0,0,11,0.0
54793,1889,Q9,portrays the feelings of many Spaniards,0,0,12,0.0
54794,1889,Q10,and finally succeeded,0,0,13,0.0
54795,1889,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
54796,1889,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
54797,1889,Q13,the city council's designating him,0,0,16,0.0
54798,1889,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
54799,1889,Q15,If the room had been brighter,0,0,18,0.0
54800,1889,Q16,two students because they used notes anyway.,0,0,19,0.0
54801,1889,Q17,through which gas is exchanged,0,0,20,0.0
54802,1889,Q18,who tends to resist any attempt at,0,0,21,0.0
54803,1889,Q19,The amount of water in living cells varies,0,0,22,0.0
54804,1889,Q20,The ancient scientists believe,0,0,23,0.0
54805,1889,score,10,0,0,24,0.0
54806,1889,absAssess1,5,0,0,25,0.0
54807,1889,relAssess1,15,0,0,26,0.0
54808,1889,diffOther1,6,0,0,27,0.0
54809,1889,diffSelf1,8,0,0,28,0.0
54810,1890,absAssess0,15,0,0,0,0.0
54811,1890,relAssess0,75,0,0,1,0.0
54812,1890,diffOther0,5,0,0,2,0.0
54813,1890,diffSelf0,3,0,0,3,0.0
54814,1890,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
54815,1890,Q2,man and found,0,0,5,0.0
54816,1890,Q3,"poetry, along with all the other arts, are",0,0,6,0.0
54817,1890,Q4,it difficult to choose,0,0,7,0.0
54818,1890,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
54819,1890,Q6,are native to shores,0,0,9,0.0
54820,1890,Q7,"than a period of long, continuous study.",0,0,10,0.0
54821,1890,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
54822,1890,Q9,portrays the feelings of many Spaniards,0,0,12,0.0
54823,1890,Q10,and finally succeeded,0,0,13,0.0
54824,1890,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
54825,1890,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
54826,1890,Q13,he was designated by the city council,0,0,16,0.0
54827,1890,Q14,"Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?",0,0,17,0.0
54828,1890,Q15,If the room was brighter,0,0,18,0.0
54829,1890,Q16,two students whose notes were used.,0,0,19,0.0
54830,1890,Q17,through which gas is exchanged,0,0,20,0.0
54831,1890,Q18,whose tendency to resist any attempt at,0,0,21,0.0
54832,1890,Q19,The amount of water in living cells vary,0,0,22,0.0
54833,1890,Q20,The ancient scientists believe,0,0,23,0.0
54834,1890,score,9,0,0,24,0.0
54835,1890,absAssess1,11,0,0,25,0.0
54836,1890,relAssess1,51,0,0,26,0.0
54837,1890,diffOther1,7,0,0,27,0.0
54838,1890,diffSelf1,7,0,0,28,0.0
54839,1891,absAssess0,18,0,0,0,1.0
54840,1891,relAssess0,81,0,0,1,1.0
54841,1891,diffOther0,7,0,0,2,1.0
54842,1891,diffSelf0,5,0,0,3,1.0
54843,1891,Q1,he or she faces expectations of mastering the printed form of language.,0,0,4,1.0
54844,1891,Q2,man and found,0,0,5,1.0
54845,1891,Q3,"poetry, along with all the other arts, are",0,0,6,1.0
54846,1891,Q4,it difficult to choose,0,0,7,1.0
54847,1891,Q5,to accept responsibility for one's own decisions.,0,0,8,1.0
54848,1891,Q6,are native to shores,0,0,9,1.0
54849,1891,Q7,than a long period of continuous study.,0,0,10,1.0
54850,1891,Q8,Crime and Punishment exhibits,0,0,11,1.0
54851,1891,Q9,portrayal of the feelings of many Spaniards,0,0,12,1.0
54852,1891,Q10,and finally succeeded,0,0,13,1.0
54853,1891,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,0,14,1.0
54854,1891,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,1.0
54855,1891,Q13,the city council designated him,0,0,16,1.0
54856,1891,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,1.0
54857,1891,Q15,If the room was brighter,0,0,18,1.0
54858,1891,Q16,two students because they used notes anyway.,0,0,19,1.0
54859,1891,Q17,through which gas is exchanged,0,0,20,1.0
54860,1891,Q18,who tends to resist any attempt at,0,0,21,1.0
54861,1891,Q19,The amount of water in living cells varies,0,0,22,1.0
54862,1891,Q20,The ancient scientists beliefs were,0,0,23,1.0
54863,1891,score,9,0,0,24,1.0
54864,1891,absAssess1,15,0,0,25,1.0
54865,1891,relAssess1,70,0,0,26,1.0
54866,1891,diffOther1,8,0,0,27,1.0
54867,1891,diffSelf1,6,0,0,28,1.0
54868,1892,absAssess0,12,0,0,0,0.0
54869,1892,relAssess0,31,0,0,1,0.0
54870,1892,diffOther0,6,0,0,2,0.0
54871,1892,diffSelf0,7,0,0,3,0.0
54872,1892,Q1,he or she expects to master the printed form of language.,0,0,4,0.0
54873,1892,Q2,man and found,0,0,5,0.0
54874,1892,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
54875,1892,Q4,it difficult to choose,0,0,7,0.0
54876,1892,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
54877,1892,Q6,are native,0,0,9,0.0
54878,1892,Q7,"than a period of long, continuous study.",0,0,10,0.0
54879,1892,Q8,Crime and Punishment exhibits,0,0,11,0.0
54880,1892,Q9,feelings portrayed by Spaniards,0,0,12,0.0
54881,1892,Q10,and finally succeeded,0,0,13,0.0
54882,1892,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
54883,1892,Q12,"alone or in company, is consistently fascinated at",0,0,15,0.0
54884,1892,Q13,the city council designated him,0,0,16,0.0
54885,1892,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
54886,1892,Q15,If the room had been brighter,0,0,18,0.0
54887,1892,Q16,two students because they used notes anyway.,0,0,19,0.0
54888,1892,Q17,through which gas is exchanged,0,0,20,0.0
54889,1892,Q18,who tend to resist any attempt at,0,0,21,0.0
54890,1892,Q19,The amount of water in living cells varies,0,0,22,0.0
54891,1892,Q20,The ancient scientists believe,0,0,23,0.0
54892,1892,score,10,0,0,24,0.0
54893,1892,absAssess1,5,0,0,25,0.0
54894,1892,relAssess1,23,0,0,26,0.0
54895,1892,diffOther1,5,0,0,27,0.0
54896,1892,diffSelf1,9,0,0,28,0.0
54897,1893,absAssess0,16,0,0,0,0.0
54898,1893,relAssess0,88,0,0,1,0.0
54899,1893,diffOther0,6,0,0,2,0.0
54900,1893,diffSelf0,2,0,0,3,0.0
54901,1893,Q1,mastery of the printed form of language is expected of him or her.,0,0,4,0.0
54902,1893,Q2,man and found,0,0,5,0.0
54903,1893,Q3,poetry and art are,0,0,6,0.0
54904,1893,Q4,choosing difficult when selecting,0,0,7,0.0
54905,1893,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
54906,1893,Q6,are native to shores,0,0,9,0.0
54907,1893,Q7,than a long period of continuous study.,0,0,10,0.0
54908,1893,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
54909,1893,Q9,feelings portrayed by Spaniards,0,0,12,0.0
54910,1893,Q10,and finally succeeded,0,0,13,0.0
54911,1893,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
54912,1893,Q12,"alone or in company, is consistently fascinated at",0,0,15,0.0
54913,1893,Q13,the city council will designate him,0,0,16,0.0
54914,1893,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
54915,1893,Q15,If the room had been brighter,0,0,18,0.0
54916,1893,Q16,two students due to the use of their notes.,0,0,19,0.0
54917,1893,Q17,through which gas is exchanged,0,0,20,0.0
54918,1893,Q18,who tend to resist any attempt at,0,0,21,0.0
54919,1893,Q19,The amount of water in living cells varies,0,0,22,0.0
54920,1893,Q20,The ancient belief of scientists was,0,0,23,0.0
54921,1893,score,8,0,0,24,0.0
54922,1893,absAssess1,12,0,0,25,0.0
54923,1893,relAssess1,59,0,0,26,0.0
54924,1893,diffOther1,6,0,0,27,0.0
54925,1893,diffSelf1,5,0,0,28,0.0
54926,1894,absAssess0,10,0,0,0,1.0
54927,1894,relAssess0,50,0,0,1,1.0
54928,1894,diffOther0,5,0,0,2,1.0
54929,1894,diffSelf0,4,0,0,3,1.0
54930,1894,Q1,he or she faces expectations of mastering the printed form of language.,0,0,4,1.0
54931,1894,Q2,man and found,0,0,5,1.0
54932,1894,Q3,"poetry, along with all the other arts, are",0,0,6,1.0
54933,1894,Q4,it difficult to choose,0,0,7,1.0
54934,1894,Q5,to accept responsibility for one's own decisions.,0,0,8,1.0
54935,1894,Q6,are native to shores,0,0,9,1.0
54936,1894,Q7,than a long period of continuous study.,0,0,10,1.0
54937,1894,Q8,Crime and Punishment exhibits,0,0,11,1.0
54938,1894,Q9,portrayal of the feelings of many Spaniards,0,0,12,1.0
54939,1894,Q10,and finally succeeded,0,0,13,1.0
54940,1894,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,1.0
54941,1894,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,1.0
54942,1894,Q13,the city council designated him,0,0,16,1.0
54943,1894,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,1.0
54944,1894,Q15,If the room was brighter,0,0,18,1.0
54945,1894,Q16,two students due to the use of their notes.,0,0,19,1.0
54946,1894,Q17,through which gas is exchanged,0,0,20,1.0
54947,1894,Q18,whose tendency to resist any attempt at,0,0,21,1.0
54948,1894,Q19,The amount of water in living cells varies,0,0,22,1.0
54949,1894,Q20,The belief of ancient scientists were,0,0,23,1.0
54950,1894,score,7,0,0,24,1.0
54951,1894,absAssess1,5,0,0,25,1.0
54952,1894,relAssess1,39,0,0,26,1.0
54953,1894,diffOther1,6,0,0,27,1.0
54954,1894,diffSelf1,7,0,0,28,1.0
54955,1895,absAssess0,20,0,0,0,0.0
54956,1895,relAssess0,91,0,0,1,0.0
54957,1895,diffOther0,1,0,0,2,0.0
54958,1895,diffSelf0,1,0,0,3,0.0
